video_id,video_url,segment_number,start_time,end_time,duration,sentiment,polarity,subjectivity,joy_score,anger_score,fear_score,sadness_score,surprise_score,disgust_score,trust_score,anticipation_score
Bv_mYJHbwYM,https://www.youtube.com/watch?v=Bv_mYJHbwYM,1,0.2,35.0,34.8,positive,0.148,0.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bv_mYJHbwYM,https://www.youtube.com/watch?v=Bv_mYJHbwYM,2,33.0,68.3,35.4,negative,-0.107,0.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bv_mYJHbwYM,https://www.youtube.com/watch?v=Bv_mYJHbwYM,3,66.3,103.0,36.7,neutral,0.072,0.264,0.0,10.309,0.0,0.0,0.0,0.0,0.0,0.0
Bv_mYJHbwYM,https://www.youtube.com/watch?v=Bv_mYJHbwYM,4,101.0,139.8,38.8,positive,0.128,0.434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bv_mYJHbwYM,https://www.youtube.com/watch?v=Bv_mYJHbwYM,5,136.8,170.6,33.8,positive,0.162,0.439,0.0,0.0,0.0,0.0,0.0,0.0,10.417,0.0
Bv_mYJHbwYM,https://www.youtube.com/watch?v=Bv_mYJHbwYM,6,168.7,204.2,35.4,positive,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bv_mYJHbwYM,https://www.youtube.com/watch?v=Bv_mYJHbwYM,7,202.0,237.3,35.3,positive,0.135,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bv_mYJHbwYM,https://www.youtube.com/watch?v=Bv_mYJHbwYM,8,235.6,269.8,34.2,positive,0.123,0.273,0.0,0.0,0.0,0.0,0.0,0.0,9.901,0.0
Bv_mYJHbwYM,https://www.youtube.com/watch?v=Bv_mYJHbwYM,9,267.5,302.6,35.0,negative,-0.178,0.194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bv_mYJHbwYM,https://www.youtube.com/watch?v=Bv_mYJHbwYM,10,300.2,334.6,34.3,positive,0.13,0.253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bv_mYJHbwYM,https://www.youtube.com/watch?v=Bv_mYJHbwYM,11,332.7,366.4,33.7,neutral,-0.026,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bv_mYJHbwYM,https://www.youtube.com/watch?v=Bv_mYJHbwYM,12,364.9,399.9,35.0,positive,0.206,0.442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bv_mYJHbwYM,https://www.youtube.com/watch?v=Bv_mYJHbwYM,13,397.8,432.6,34.8,neutral,0.006,0.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bv_mYJHbwYM,https://www.youtube.com/watch?v=Bv_mYJHbwYM,14,430.6,465.8,35.2,positive,0.125,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bv_mYJHbwYM,https://www.youtube.com/watch?v=Bv_mYJHbwYM,15,463.3,498.6,35.4,neutral,0.088,0.518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bv_mYJHbwYM,https://www.youtube.com/watch?v=Bv_mYJHbwYM,16,494.8,529.0,34.2,positive,0.215,0.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bv_mYJHbwYM,https://www.youtube.com/watch?v=Bv_mYJHbwYM,17,527.3,561.9,34.6,neutral,-0.022,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bv_mYJHbwYM,https://www.youtube.com/watch?v=Bv_mYJHbwYM,18,559.6,594.2,34.6,negative,-0.1,0.383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bv_mYJHbwYM,https://www.youtube.com/watch?v=Bv_mYJHbwYM,19,592.3,626.3,34.0,positive,0.134,0.474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bv_mYJHbwYM,https://www.youtube.com/watch?v=Bv_mYJHbwYM,20,624.4,643.8,19.4,positive,0.234,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fj9cjcFkFko,https://www.youtube.com/watch?v=fj9cjcFkFko,1,0.1,34.3,34.2,positive,0.223,0.534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fj9cjcFkFko,https://www.youtube.com/watch?v=fj9cjcFkFko,2,32.6,66.7,34.2,positive,0.206,0.579,0.0,0.0,0.0,0.0,0.0,0.0,8.929,0.0
fj9cjcFkFko,https://www.youtube.com/watch?v=fj9cjcFkFko,3,64.9,100.5,35.6,positive,0.216,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fj9cjcFkFko,https://www.youtube.com/watch?v=fj9cjcFkFko,4,98.9,133.7,34.8,neutral,0.046,0.557,0.0,8.929,0.0,0.0,0.0,0.0,17.857,0.0
fj9cjcFkFko,https://www.youtube.com/watch?v=fj9cjcFkFko,5,131.7,168.5,36.8,neutral,0.012,0.395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fj9cjcFkFko,https://www.youtube.com/watch?v=fj9cjcFkFko,6,166.5,201.0,34.6,neutral,0.075,0.376,0.0,9.009,0.0,0.0,0.0,0.0,0.0,0.0
